Label,Area (µm²),EquivalentDiameter (µm),MajorAxisLength (µm),MinorAxisLength (µm),Perimeter (µm),Orientation (deg),AspectRatio,Circularity,Solidity
365,28.75,6.050259243299904,11.631394724713644,4.835270820074224,33.27817459305202,-6.837546999696668,2.405531180678541,0.326233624487094,0.7666666666666667
366,4.5,2.393653682408596,2.8306637414376574,2.0244638534736237,6.707106781186548,17.296150528236417,1.3982288380109809,1.2570482174865227,0.9473684210526315
367,12.25,3.949327084834294,4.499433070863892,3.4436016518358286,11.65685424949238,90.00003218077504,1.3066067233604637,1.1328782007946037,0.9607843137254902
368,5.5,2.6462837142006137,3.0029802693064522,2.3031334203087157,7.414213562373095,-49.4167249952533,1.3038672631062458,1.25731000235922,0.9565217391304348
369,72.0,9.574614729634384,17.845704628711598,9.814068184472383,69.26650429449553,19.526326878678933,1.8183799310612805,0.18858008170457352,0.5647058823529412
370,7.25,3.0382538898732494,4.378450087205505,2.0750875044993387,9.414213562373096,-82.26152576683214,2.1100074467760357,1.0279684327953647,0.9666666666666667
371,19.75,5.014626706796775,5.923423561385887,4.386662530831177,16.535533905932738,-24.91857699271052,1.3503257931864496,0.9076962049650007,0.9518072289156626
372,5.5,2.6462837142006137,3.355742125536571,2.085800813796269,7.707106781186548,79.92651570568823,1.6088507125610625,1.1635627281466236,0.9565217391304348
373,11.75,3.8678889139475245,4.87430833558012,3.3238258248419252,13.82842712474619,-36.18520355612932,1.4664752584657268,0.7721508608820907,0.8545454545454545
374,21.0,5.170882945826411,6.782716666557058,4.3472922184443705,18.77817459305202,-16.89455844150084,1.5602164119034485,0.7483804147772293,0.865979381443299
375,4.75,2.4592453796829674,2.7723491168885444,2.1478476084574902,6.707106781186548,77.17952468446995,1.2907568981951887,1.3268842295691072,1.0
376,5.75,2.7057581899030048,2.9488391230979425,2.431675035497315,7.414213562373095,-45.00001609038752,1.212678125181665,1.314460457011912,1.0
377,7.5,3.0901936161855166,3.908239916561521,2.4333549494783444,9.121320343559642,19.4234548695306,1.606111725459271,1.1328064426066646,0.967741935483871
378,7.0,2.985410660720923,4.348589837213819,2.0548526684181496,9.535533905932738,-52.9016372206817,2.1162538336928143,0.9674262662234704,0.9333333333333333
379,4.5,2.393653682408596,2.7712967309465366,1.9966424556519138,6.414213562373095,-23.109445880672464,1.387978465098647,1.3744708899359803,1.0
380,8.75,3.3377905890622728,3.6254111554004083,3.107211177444664,9.82842712474619,-12.395065339822153,1.166773337363541,1.138282013394669,0.9459459459459459
381,6.0,2.763953195770684,2.8867513459481287,2.635231383473649,7.707106781186548,-45.00001609038748,1.0954451150103324,1.269341157978135,1.0
382,10.75,3.6996385101659595,5.221107257362153,3.25750223039864,13.414213562373096,42.08397209435559,1.602794683803859,0.7507371298877844,0.8775510204081632
383,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
384,3.75,2.1850968611841584,2.309401076758503,2.0132891827388666,5.707106781186548,-45.00001609038752,1.1470786693528088,1.446802115179039,1.0
385,7.75,3.141274657157109,4.356598387804659,2.270076006733624,9.82842712474619,15.854604963393646,1.919142079332092,1.0081926404352783,0.9117647058823529
386,3.0,1.9544100476116797,2.23606797749979,1.632993161855452,5.0,0.0,1.3693063937629153,1.5079644737231006,1.0
387,481.5,24.76014621907514,43.77287227860448,22.730406438948453,283.83252147247765,-70.72766095644515,1.925740852728434,0.07510724721770466,0.6188946015424165
388,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
389,318.25,20.129790985302495,40.820868883651215,15.039856862743884,217.8380951166243,-44.81738209663209,2.7141793473294946,0.0842773002706929,0.5451820128479657
390,294.0,19.347672370394786,33.568595373178226,16.771947584132867,212.95636713297898,77.95836967351492,2.0014727094029237,0.08146591420268187,0.584493041749503
391,2755.0,59.226471663820845,182.41927266277614,54.69516365804601,1884.0306627407988,-69.20452786069319,3.335199320423664,0.009753388731707982,0.37488093618179347
392,18.75,4.886025119029199,7.266414483353737,4.306390406580066,20.949747468305834,-8.388017316660152,1.6873561840215001,0.5368507343760525,0.7653061224489796
393,9.5,3.477898169151024,4.253946630333513,2.8996712211779943,10.535533905932738,-71.05391248872196,1.4670444701676708,1.0755246565499865,0.95
394,10.25,3.6125759969217834,4.862914630282493,3.228352150912862,13.517766952966369,-22.762424216923613,1.506314801781285,0.7048940092288667,0.82
395,9.5,3.477898169151024,4.713051176891675,2.835352917420841,12.121320343559642,21.426857838860943,1.662244988246073,0.8125191609774438,0.8837209302325582
396,6.75,2.9316150714175193,3.3353493806766004,2.564450180506332,8.414213562373096,27.560627255795698,1.300609934258134,1.1980820884424093,0.9642857142857143
397,4.5,2.393653682408596,3.415650255319866,1.632993161855452,7.0,0.0,2.091650066335189,1.1540544441758425,1.0
398,6.25,2.8209479177387813,3.9597979746446663,2.039607805437114,8.707106781186548,-8.130105261189254,1.941450686788302,1.0359579803538639,0.9615384615384616
399,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
400,7.5,3.0901936161855166,3.7119743873028574,2.5480104511400046,8.82842712474619,-14.603683359016792,1.456812857907268,1.2092175857965604,1.0
401,65.75,9.149617481968136,13.374577650561926,8.41332733199031,50.349242404917504,-15.666431895444736,1.5896894442353704,0.32592655092072265,0.7245179063360881
402,62.0,8.884866446580956,11.732771029614076,8.284762173944614,48.09188309203678,-41.57643147551964,1.4161868238672404,0.3368666270626024,0.7560975609756098
403,4.5,2.393653682408596,2.6666666666666665,2.1081851067789197,6.414213562373095,90.00003218077504,1.2649110640673515,1.3744708899359803,1.0
404,4.25,2.326213245840639,2.847653258236741,1.8531388280453736,6.414213562373095,-24.90175178350549,1.5366648278803519,1.298111396050648,0.9444444444444444
405,3.75,2.1850968611841584,2.8284271247461903,1.632993161855452,6.0,90.00003218077504,1.7320508075688774,1.308996938995747,1.0
406,8.75,3.3377905890622728,5.912349107322468,2.4235337398611247,12.63908729652601,-33.932064197059795,2.4395571681462385,0.688313821065126,0.7608695652173914
407,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
408,594.5,27.512559120246415,53.967666232299216,32.67682175121081,409.5193359837561,-65.52566640219167,1.6515579955477002,0.04454642931668913,0.452177220003803
409,12.0,3.9088200952233594,4.324395272676734,3.524362822330995,11.535533905932738,28.743759565048304,1.2270005929232342,1.133223860012313,0.9795918367346939
410,4.75,2.4592453796829674,2.772349116888545,2.1478476084574902,6.707106781186548,-12.820507496305085,1.290756898195189,1.3268842295691072,1.0
411,16.5,4.583497844237541,6.395447680742427,4.656225344005883,18.82842712474619,44.96716928651256,1.3735262381524347,0.5848785910732247,0.717391304347826
412,9.75,3.523362819972964,4.211022379415234,2.957128349311996,10.535533905932738,-11.797414503271916,1.4240242160591265,1.1038279369855124,0.9512195121951219
413,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
414,187.25,15.440663999700893,25.953276273750916,13.972895267192376,141.46498910433053,-7.130401870204074,1.8574014746026075,0.11758007949436401,0.6331360946745562
415,13.25,4.1073621666150775,4.474014326102216,3.8868289533832243,12.535533905932738,26.591651131083015,1.1510705461345,1.0595954152819045,0.9636363636363636
416,6.5,2.876813695875796,3.813015612781087,2.2569997854147505,8.828427124746192,-75.49712985969622,1.689417800312462,1.0479885743570188,0.896551724137931
417,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
418,5.0,2.5231325220201604,3.4035606700242047,1.8670229686493907,7.414213562373095,-73.88109401361547,1.8229881084357251,1.1430090930538366,0.9523809523809523
419,12.25,3.949327084834294,4.8921304163294295,3.3934677084559546,13.242640687119284,35.74607522925276,1.4416316395582778,0.877802395615281,0.9074074074074074
420,14.75,4.3336224206596095,4.992022685647004,4.029069492321352,13.94974746830583,-55.747318135688566,1.2390013860919646,0.9525092305223656,0.921875
421,4.75,2.4592453796829674,2.772349116888545,2.1478476084574902,6.707106781186548,12.820507496305085,1.290756898195189,1.3268842295691072,1.0
422,3.75,2.1850968611841584,2.309401076758503,2.0132891827388666,5.707106781186548,-45.00001609038752,1.1470786693528088,1.446802115179039,1.0
423,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
424,16.75,4.61809077155419,7.556730211362172,3.115486157440589,17.760407640085653,38.95887956473028,2.425538047509773,0.6672964528405904,0.8481012658227848
425,3.75,2.1850968611841584,2.309401076758503,2.0132891827388666,5.707106781186548,-45.00001609038752,1.1470786693528088,1.446802115179039,1.0
426,3.5,2.111004122822376,2.390457218668787,1.7728105208558367,5.414213562373095,-45.00001609038752,1.348399724926484,1.500400304239239,1.0
427,16.0,4.51351666838205,7.405774476404474,3.2361804306367152,17.65685424949238,70.15826832136304,2.288430646911549,0.6449160457581656,0.8205128205128205
428,7.25,3.0382538898732494,3.9702855882401673,2.3425891964435412,9.121320343559642,-18.530430380505422,1.6948279255567955,1.0950462278531092,0.9666666666666667
429,4.0,2.256758334191025,2.9326504330976517,1.702809865267451,6.414213562373096,26.062517493469926,1.722241862063112,1.2217519021653156,0.8888888888888888
430,4.0,2.256758334191025,3.1622776601683795,1.5612494995995996,6.414213562373096,0.0,2.0254787341673333,1.2217519021653156,1.0
431,3.0,1.9544100476116797,2.23606797749979,1.632993161855452,5.0,90.00003218077504,1.3693063937629153,1.5079644737231006,1.0
432,19.5,4.982787485166879,7.047098235515122,3.8653976888105217,18.77817459305202,-31.61316646933507,1.8231237256427522,0.69492467086457,0.8571428571428571
433,44.75,7.54834217738561,13.375461462561434,5.6453943338953785,43.8492424049175,57.74296653803827,2.3692696508823383,0.29246824224968576,0.685823754789272
434,3.75,2.1850968611841584,2.309401076758503,2.0132891827388666,5.707106781186548,45.00001609038753,1.1470786693528088,1.446802115179039,1.0
435,3.75,2.1850968611841584,2.8284271247461903,1.632993161855452,6.0,90.00003218077504,1.7320508075688774,1.308996938995747,1.0
436,119.25,12.322086499845234,28.51514695301705,9.71403920755442,101.99442635585338,-16.855493034411047,2.9354572638374132,0.1440506997601488,0.5470183486238532
437,5.5,2.6462837142006137,3.605551275463989,2.073046227452978,8.414213562373096,-56.30995260843432,1.7392527130926088,0.9762150350271482,0.88
438,3.5,2.111004122822376,2.390457218668787,1.7728105208558367,5.414213562373095,45.00001609038752,1.348399724926484,1.500400304239239,1.0
439,6.0,2.763953195770684,3.4644758754855878,2.2042046228264462,8.121320343559642,57.78437230190009,1.5717578302885051,1.1431621365632298,0.9230769230769231
440,3.0,1.9544100476116797,2.23606797749979,1.632993161855452,5.0,0.0,1.3693063937629153,1.5079644737231006,1.0
441,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
442,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
443,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
444,6.5,2.876813695875796,3.3966167290802414,2.431604190188871,8.414213562373096,28.882306066788082,1.3968625086208684,1.1537086777593573,0.9285714285714286
445,3.75,2.1850968611841584,2.309401076758503,2.0132891827388666,5.707106781186548,-45.00001609038752,1.1470786693528088,1.446802115179039,1.0
446,12.5,3.989422804014327,4.531776547370963,3.7071554222474306,12.828427124746188,40.76799174518646,1.2224403973393736,0.9544936735666534,0.9090909090909091
447,2.25,1.692568750643269,1.632993161855452,1.632993161855452,4.0,-45.00001609038752,1.0,1.7671458676442586,1.0
448,7.5,3.0901936161855166,4.303908599119352,2.3115011220185817,9.82842712474619,-80.61759717950554,1.8619539303363375,0.9756702971954305,0.9090909090909091
449,28.0,5.970821321441846,10.3118189009273,4.201736841484807,30.295941546018394,-44.08643691536399,2.454180090270317,0.38335310659837746,0.7671232876712328
450,6.0,2.763953195770684,2.8867513459481287,2.635231383473649,7.707106781186548,-45.00001609038748,1.0954451150103324,1.269341157978135,1.0
451,4.75,2.4592453796829674,2.772349116888545,2.1478476084574902,6.707106781186548,-12.820507496305085,1.290756898195189,1.3268842295691072,1.0
